2033, 12133, 15000, 11233, 50500, 12200, 25333, 21200, 9333, 49833, 49733, 18066, 48266, 4000, 18466, 19433, 46100, 8466, 94133, 8366, 7333, 12300, 16300, 34200, 80766, 20766, 5900, 766, 3800, 3600, 48233, 43800, 24400, 15733, 14333, 6866, 12900, 16400, 23600, 12200, 36233, 34400, 49366, 11033, 16000, 11766, 12633, 8766, 31100, 9966, 2033, 40000, 9766, 43800, 43433, 19933, 19000, 1700, 10400, 49833, 4666, 48633, 27733, 39700, 14333, 35000, 8033, 1800, 5433, 28700, 49266, 6800, 11933, 19033, 16000, 68666, 35766, 37733, 9100, 42333, 53050, 12500, 26366, 3400, 1933, 38500, 10233, 3600, 7000, 26733, 1400, 11166, 106833, 31166, 105700, 14466, 1200, 28166, 18733, 40200, 3400, 4466, 20900, 19500, 3300, 5500, 108933, 12966, 17200, 32466, 8500, 1200, 11133, 2666, 52633, 31000, 38133, 5633, 1133, 6100, 19833, 71400, 5233, 15566, 24466, 9600, 13000, 7933, 28600, 29833, 36633, 23300, 28100, 2000, 14266, 46200, 11400, 5500, 58800, 3133, 54600, 14600, 27733, 1666, 92200, 31933, 33500, 2133, 13633, 37033, 12366, 4600, 15466, 50333, 61300, 3000, 49800, 3100, 3100, 17333, 5300, 1633, 5466, 32666, 11833, 26166, 17266, 2366, 8866, 67433, 43500, 22200, 6500, 2733, 14233, 6566, 35766, 3800, 4433, 4000, 2333

